"";"SR";"TC";"PY";"TI";"AB";"DI";"DT"
"909";"THOMSEN C, 2022, Hum. U. K.";4;2022;"ANIMATING AND SUSTAINING OUTRAGE: THE PLACE OF CRISIS PREGNANCY CENTERS IN ABORTION JUSTICE";"IN 2021, U.S. STATES ENACTED 106 DIFFERENT ABORTION RESTRICTIONS, THE HIGHEST NUMBER OF ANY YEAR SINCE ROE V. WADE WAS DECIDED IN 1973. INSPIRING THE MOST PUBLIC OUTCRY IS TEXAS'S S.B. 8, WHICH BANS ABORTION AFTER SIX WEEKS AND ALLOWS PRIVATE CITIZENS TO SUE THOSE PERFORMING ABORTIONS OR AIDING IN THIS PROCESS. ABORTION JUSTICE SUPPORTERS SHOULD BE ENRAGED—BUT ONLY IN SMALL PART DUE TO TEXAS’ BAN, ANY OF THE OTHER 105 ENACTED RESTRICTIONS, OR THE LIKELIHOOD THAT THE SUPREME COURT SOON WILL HAND DOWN A DECISION TO OVERTURN ROE V. WADE. WE SHOULD BE ENRAGED BECAUSE THE ANTI-ABORTION MOVEMENT HAS CHIPPED AWAY AT THE ACCESSIBILITY OF ABORTION TO THE DEGREE THAT THE LEGAL RIGHT TO ABORTION MEANS FAR LESS THAN IT SHOULD. KEY TO THIS CHIPPING AWAY HAS BEEN CRISIS PREGNANCY CENTERS—RELIGIOUSLY MOTIVATED, ANTI-ABORTION NON-PROFIT ORGANIZATIONS THAT CRITICS DESCRIBE AS “FAKE WOMEN'S HEALTH CLINICS.” TODAY, THERE ARE 2500 CRISIS PREGNANCY CENTERS AND JUST 738 ABORTION CLINICS IN THE U.S., NUMBERS THAT WERE REVERSED 30 YEARS AGO. AND YET, COUNTERING CRISIS PREGNANCY CENTERS HAS BEEN LESS CENTRAL TO THE WORK OF ABORTION JUSTICE ADVOCATES THAN ADVANCING CRISIS PREGNANCY CENTERS HAS BEEN TO THE ANTI-ABORTION MOVEMENT. IN THIS ARTICLE, I ARGUE THAT FOCUSING ON CRISIS PREGNANCY CENTERS CAN PROVIDE NEW OPPORTUNITIES FOR BOTH UNDERSTANDING THE CONTEMPORARY ABORTION LANDSCAPE AND ALSO FOR ADVANCING ABORTION JUSTICE ACTIVISM. TO PUT A FINER POINT ON IT, I ARGUE THAT CENTERING CRISIS PREGNANCY CENTERS IN OUR DEVELOPMENT OF WHAT SYDNEY CALKIN TERMS “THE POLITICAL GEOGRAPHY OF ABORTION” IS ONE WAY TO ANIMATE OUTRAGE AMONG THOSE WHO HAVE NOT BEEN INVOLVED IN ABORTION JUSTICE WORK PREVIOUSLY AND TO SUSTAIN OUTRAGE AMONG FEMINIST ACTIVISTS WHO HAVE BEEN WORN DOWN BY DECADES OF ANTI-ABORTION ADVANCEMENT. © THE AUTHOR(S) 2022.";"10.1177/19427786221076154";"ARTICLE"
"910";"PERRITT J, 2022, F S REPORTS";9;2022;"INEQUITY AND INJUSTICE: RECOGNIZING INFERTILITY AS A REPRODUCTIVE JUSTICE ISSUE";"IN RECENT YEARS, AS KNOWLEDGE OF THE TENETS OF REPRODUCTIVE JUSTICE HAS INCREASED, THE FRAMEWORK HAS GARNERED INCREASING ATTENTION IN MEDIA, PUBLIC HEALTH, AND PUBLIC POLICY SPACES. NEVERTHELESS, ONE DOMAIN OF THE REPRODUCTIVE JUSTICE FRAMEWORK IS FREQUENTLY OVERLOOKED—THE RIGHT TO HAVE A CHILD; SPECIFICALLY, WE REFER TO THE RIGHT AND ABILITY ACCESS TO INFERTILITY TREATMENT AND SERVICES. BLACK, INDIGENOUS, AND OTHER PEOPLE OF COLOR, THOSE LIVING ON LOW INCOMES, AND OTHER HISTORICALLY MARGINALIZED COMMUNITIES OFTEN EXPERIENCE DISPARATE ACCESS TO INFERTILITY EVALUATION, TREATMENT, AND CARE. THIS COMMENTARY AIMS TO EXPLORE THE INEQUITIES THAT EXIST FOR THOSE SEEKING FERTILITY SERVICES AND ADVOCATE FOR EXAMINING AND ADDRESSING THESE INEQUITIES USING A REPRODUCTIVE JUSTICE LENS. © 2021 THE AUTHOR(S)";"10.1016/j.xfre.2021.08.007";"EDITORIAL"
"911";"HAM L, 2022, Pract. Midwife";0;2022;"HUMAN RIGHTS IN CHILDBEARING 2. REPRODUCTIVE JUSTICE";"IN THIS ARTICLE, I GIVE AN OVERVIEW OF THE REPRODUCTIVE JUSTICE MOVEMENT, DEFINING AND CLARIFYING ITS MEANING AND DIFFERENTIATING IT FROM THE ISSUE OF REPRODUCTIVE RIGHTS. THE MAIN PRINCIPLES WILL BE EXPLORED AND CONSIDERATION GIVEN TO THIS FRAMEWORK WITHIN THE UK CONTEXT. © 2022, THE PRACTISING MIDWIFE. ALL RIGHTS RESERVED.";"10.55975/UEJZ9097";"ARTICLE"
"912";"SUSLOVIC B, 2023, Stud. Gend. Sex.";0;2023;"HYSTERICAL SOLIDARITY: AN EMBODIED REFLECTION ON CONTEMPORARY SEXUAL AND REPRODUCTIVE RIGHTS CONCERNS IN THE UNITED STATES";"THIS ESSAY PROVIDES A REFLECTION ON ANGER, CHRONIC PAIN, ILLNESS, AND IDENTITY. USING HYSTERIA AS A POINT OF CONCEPTUAL DEPARTURE, THE AUTHOR MAKES USE OF PSYCHOANALYTIC THEORY AND THE AUTHOR’S LIVED EXPERIENCE TO IDENTIFY AND EXPAND UPON THE FEMINIST POTENTIAL FOR ANGER IN THIS POLITICAL MOMENT. BY CONTRIBUTING AN EMBODIED PERSPECTIVE TO PSYCHOANALYTIC NOTIONS OF TRAUMA AND HYSTERIA, THE AUTHOR APPROACHES THE QUESTION OF REPRODUCTIVE JUSTICE THROUGH A PERSONAL AND THEORETICAL LENS THAT OFFERS A ROAD MAP FOR POLITICAL ACTION. © 2023 TAYLOR & FRANCIS GROUP, LLC.";"10.1080/15240657.2022.2161284";"ARTICLE"
"913";"RUDRUM S, 2023, Can. J. Sociol.";0;2023;"STUDENT ENCOUNTERS WITH A CAMPUS CRISIS PREGNANCY CENTRE: CHOICE, REPRODUCTIVE JUSTICE AND SEXUAL AND REPRODUCTIVE HEALTH SUPPORTS";"TAKING A REPRODUCTIVE JUSTICE APPROACH TO UNDERSTANDING STUDENT NEEDS, I EXPLORE STUDENT EXPERIENCES OF AN ON-CAMPUS CRISIS PREGNANCY CENTRE (CPC), DRAWING ON DATA FROM A SMALL MIXED METHODS STUDY. PARTICIPANTS CONTACTING THE CPC SOUGHT TESTING, COUNSELLING, AND REFERRAL TO ABORTION; INSTEAD, THEY ENCOUNTERED RELIGIOUS, ANTI-CHOICE MESSAGES, AND WERE LEFT DISTRESSED AND WITH DELAYED ACCESS TO HEALTH CARE. THESE FINDINGS UNDERSCORE THE IMPERATIVE THAT CAMPUSES PROVIDE ACCESSIBLE SEXUAL AND REPRODUCTIVE HEALTH SERVICES WHILE SIMULTANEOUSLY LIMITING CAMPUS ACCESS TO ANTI-CHOICE ORGANIZATIONS © CANADIAN JOURNAL OF SOCIOLOGY/CAHIERS CANADIENS DE SOCIOLOGIE 47(1) 2023";"10.29173/CJS29754";"ARTICLE"
"914";"NOVOTNY M, 2022, Rhetor. Health Med.";8;2022;"AMPLIFYING RHETORICS OF REPRODUCTIVE JUSTICE WITHIN RHETORICS OF HEALTH AND MEDICINE";"THIS DIALOGUE WORKS TO SITUATE RHETORICS OF REPRODUCTIVE JUSTICE (RRJ) WITHIN RHETORICS OF HEALTH AND MEDICINE (RHM) TO EXPLORE HOW THESE TWO AREAS MIGHT ENHANCE AND INFORM ONE ANOTHER. THROUGH CONVERSATIONS WITH EIGHT SCHOLARS WHO SEE THEIR WORK AS CREATING CONNECTIONS BETWEEN RRJ AND RHM, AND THROUGH A SERIES OF REFLECTIVE, INTERSTITIAL COMMENTS, THIS DIALOGUE EXAMINES CURRENT AND FUTURE POSSIBILITIES FOR WORK THAT BRIDGES RRJ AND RHM, AND CRITICALLY LINKS RHM SCHOLARSHIP TO SOCIAL INJUSTICES REPRODUCTIVE BODIES ENCOUNTER. © 2022 UNIVERSITY OF FLORIDA PRESS.";"10.5744/rhm.2022.5020";"ARTICLE"
"915";"MACHADO M, 2023, EXPONENTIAL INEQUALITIES: Equal. LAW TIMES Crisis";0;2023;"COVID-19 AND EXPONENTIAL REPRODUCTIVE RIGHTS-RELATED INEQUALITIES IN BRAZIL";"THE EXPONENTIATION OF GENDER INEQUALITIES DURING THE PANDEMIC AND THE CENTRALITY OF CARE WORK AND SEXUAL VIOLENCE IN THIS EQUATION MAKE THE COVID-19 CRISIS A CRITICAL JUNCTURE THAT EXPOSES THE INEXTRICABLE RELATION BETWEEN SEXUAL AND REPRODUCTIVE RIGHTS AND EQUALITY. AGGRAVATING THE SITUATION, DURING THE COVID-19 CRISIS, THE BRAZILIAN GOVERNMENT ACCELERATED THE PROCESS OF HOLLOWING OUT THE ACCESS TO CONTRACEPTION AND LEGAL ABORTION SERVICES IN THE PUBLIC HEALTH SYSTEM. THIS HAS TAKEN MANY FORMS-THE MOST SERIOUS BEING THE ISSUING OF AN EXECUTIVE MEASURE IMPOSING NEW FORMAL BARRIERS TO ACCESS THE RIGHT TO LEGAL ABORTION (ORDINANCE NO 2282 OF 27 AUGUST 27 2020). BY USING THE REPRODUCTIVE JUSTICE FRAMEWORK AS A CRITICAL LENS, THIS CHAPTER UNEARTHS THE INEQUALITY DIMENSIONS OF REPRODUCTION-EXPONENTIATED BY THE COMBINATION OF THE COVID-19 CRISIS AND THE GOVERNMENT'S ATTACKS ON REPRODUCTIVE RIGHTS. GROUNDED IN EMPIRICAL DATA, IT PROPOSES THE FORMULATION OF LEGAL CHALLENGES TO THE ORDINANCE THROUGH THE MOBILIZATION OF THE SUBSTANTIVE EQUALITY APPROACH. THE EQUALITY-BASED ARGUMENT ENVISIONED IN THE CHAPTER HAS AS PREMISE THE IDEA THAT INTERSECTIONAL INEQUALITIES ARE RELATED TO SOCIAL HIERARCHIES AND THAT EQUALITY, IN TURN, WOULD DEMAND THE DISMANTLING OF SUCH RELATIONS. IT IS ARGUED THAT RESTRICTIONS ON ABORTION, WHEN SEEN IN CONTEXT, EMERGE AS ISSUES THAT ARISE FROM, ARE PERMEATED BY, AND PERPETUATE INEQUALITIES AND, AS SUCH, SHOULD BE LEGALLY TREATED ACCORDINGLY. © THE SEVERAL CONTRIBUTORS 2022. ALL RIGHTS RESERVED.";"10.1093/oso/9780192872999.003.0016";"BOOK CHAPTER"
"916";"TELLA KK, 2022, Abort. RIGHTS Reprod. Justice STATE: Int. Perspect.";2;2022;"ABORTION RIGHTS, REPRODUCTIVE JUSTICE AND THE STATE: INTERNATIONAL PERSPECTIVES";"THIS BOOK LOOKS AT THE TRAJECTORIES OF REPRODUCTION AND ABORTION RIGHTS IN DIVERSE SOCIO-CULTURAL CONTEXTS IN VARIOUS COUNTRIES, AND THE REGIONAL CONCERNS WHICH ANIMATE THESE DISCOURSES. ABORTION AS PRACTICE AND RHETORIC HAS HISTORICALLY DRAWN ATTENTION TO THE REPRODUCTIVE BODY IN THE PUBLIC SPHERE. THIS BOOK TRACES THE CONTINUITIES AND DISCONTINUITIES IN THE DEBATES AROUND ABORTION RIGHTS, AND ITS RELATIONSHIP WITH THE STATE, IN DIFFERENT COUNTRIES - US, KOREA, CHINA, POLAND, ARGENTINA, IRELAND, INDIA, BANGLADESH, SOUTH AFRICA, AND NEW ZEALAND. IT PRESENTS A COMPARATIVE ANALYSIS THAT IS GROUNDED THEMATICALLY AROUND ISSUES OF RACE, CLASS, TECHNOLOGY, POLITICS, AND LAW, THROUGH INTERACTIONS WITH INSTITUTIONALIZED RELIGION AND THE STATE. CENTRAL TO THIS ENDEAVOUR IS AN UNDERSTANDING OF FEMINIST MOBILIZATION ON ISSUES OF ABORTION RIGHTS, IN DIFFERENT CULTURAL-HISTORICAL CONTEXTS AND ITS IMPLICATIONS FOR THE ARTICULATION OF REPRODUCTIVE JUSTICE. FOR INSTANCE, IT LOOKS AT THE SPECIFIC AND DIVERSE WAYS IN WHICH RELIGION AND CULTURE INTERSECT WITH STATE PRACTICE AND NATIONAL IDENTITIES; THE EMERGENCE OF SOCIAL ACTION, ACTIVISM AND MOBILIZATION; THE INTERNATIONAL POLITICS OF POPULATION CONTROL; AND THE PLACE OF REPRODUCTIVE JUSTICE AND FEMINIST RESISTANCE IN PROCESSES OF DEMOCRATIZATION. LUCID AND TOPICAL, THIS BOOK WILL BE OF INTEREST TO STUDENTS AND RESEARCHERS OF GENDER STUDIES, SOCIOLOGY, POLITICAL SCIENCE, HUMAN RIGHTS, POLICY AROUND REPRODUCTIVE AND WOMEN'S RIGHTS, LAW, AND REPRODUCTIVE JUSTICE. © 2023 KEERTANA KANNABIRAN TELLA.";"10.4324/9781003344322";"BOOK"
"917";"QUIROGA MT, 2022, Rev. Bioet. Y Derecho";0;2022;"REPRODUCTIVE POSTHUMANISM AROUND THE CORNER (REPRODUCTIVE EXPLOITATION 3.0); [EL POSTHUMANISME REPRODUCTIU A LA CANTONADA (EXPLOTACIÓ REPRODUCTIVA 3.0)]; [EL POSTHUMANISMO REPRODUCTIVO A LA VUELTA DE LA ESQUINA (EXPLOTACIÓN REPRODUCTIVA 3.0)]";"POSTHUMANIST INTELLECTUAL AND IDEOLOGICAL CURRENTS ADVOCATE THE OVERCOMING OF SEVERAL BIOLOGICAL LIMITS OF HUMANKIND. THE RUPTURE INCLUDES REPRODUCTIVE ISSUES TO CARE FOR POSTHUMAN DIGNITY. IN THIS WORK, I WANT TO OUTLINE QUESTIONS OF TRANS AND REPRODUCTIVE POSTHUMANISM INTERESTED IN SURROGACY IN ITS DIFFERENT MODALITIES. GESTATIONAL SURROGACY IS RELEVANT TO REDIRECT REPRODUCTION FOLLOWING CRITERIA THAT ENHANCE INDIVIDUAL CHOICE. I BEGIN BY UNDERLINING THE LIBERAL HERITAGE IN THE SOCIAL MOVEMENT FOR HUMAN ENHANCEMENT AND PROCREATIVE CHOICE. NEXT, I SUGGEST THAT SURROGACY COULD BE CONSIDERED AS LIKELY POSTHUMAN REPRODUCTION BY DRAWING ON GENDER STUDIES AND THE PERMISSIVENESS OF COMMERCIAL SEX. THUS, THE REPRODUCTIVE POSTHUMANIST GOALS ENVISION AN AGENDA DIFFERENT FROM THE FEMINIST ONE. POSTHUMAN AND FEMINIST PERSPECTIVES PROPOSE HORIZONS OF REPRODUCTIVE JUSTICE THAT WILL NEED TO BE CRITIQUED IN CONTEXT BEFORE NATION-STATES PROCEED WITH REFORMS. © 2022 UNIVERSITAT DE BARCELONA, OBSERVATORIO DE BIOETICA Y DERECHO. ALL RIGHTS RESERVED.";"10.1344/rbd2022.56.40545";"ARTICLE"
"918";"CARROLL T, 2022, ROUTLEDGE Companion ART Act. Twenty-FIRST Century";0;2022;"REPRODUCTIVE JUSTICE AND VISUAL ACTIVISM";NA;"10.4324/9781003159698-13";"BOOK CHAPTER"
"919";"LIDDELL S, 2023, WOMEN'S Stud. Int. Forum Qual. Health Res.";6;2023;"BIRTH CONTROL ACCESS EXPERIENCES FOR MEMBERS OF AN INDIGENOUS TRIBE IN THE GULF COAST EXPLORING BLACK WOMEN’S PATHWAYS TO MOTHERHOOD WITHIN A REPRODUCTIVE JUSTICE FRAMEWORK";"THE FRAMEWORK OF REPRODUCTIVE JUSTICE IS INCREASINGLY BEING UTILIZED TO INVESTIGATE AND UNDERSTAND THE EXPERIENCES OF INDIGENOUS WOMEN IN ACCESSING HEALTHCARE. HOWEVER, THE EXPERIENCES OF STATE-RECOGNIZED TRIBES, WHICH DO NOT RECEIVE HEALTHCARE THROUGH THE INDIAN HEALTH SERVICE (IHS), HAVE RECEIVED LESS ATTENTION. THE OBJECTIVE OF THIS STUDY WAS TO EXPLORE THE BIRTH CONTROL ACCESS EXPERIENCES AND BARRIERS AMONG INDIGENOUS WOMEN BELONGING TO A STATE-RECOGNIZED TRIBE IN THE GULF COAST REGION OF THE UNITED STATES. IN PARTNERSHIP WITH A COMMUNITY ADVISORY BOARD, A QUALITATIVE DESCRIPTIVE RESEARCH APPROACH WAS USED TO CONDUCT SEMI-STRUCTURED LIFE COURSE INTERVIEWS WITH 31 INDIGENOUS WOMEN. THEMES RELATED TO BIRTH CONTROL INCLUDED: WHAT FORM OF BIRTH CONTROL USED; LACK OF COMMUNICATION WITH DOCTOR ABOUT BIRTH CONTROL, WITH THE SUBTHEME: LACK OF COMMUNICATION ABOUT SIDE EFFECTS OF BIRTH CONTROL; LIMITED ACCESS TO BIRTH CONTROL; AND BELIEFS AND VALUES ABOUT BIRTH CONTROL. THROUGH EXPLORING THE UNIQUE WAYS WOMEN WHO ARE MEMBERS OF A STATE-RECOGNIZED TRIBE ACCESS AND USE BIRTH CONTROL, THIS RESEARCH BEGINS TO FILL AN IMPORTANT GAP IN REPRODUCTIVE JUSTICE LITERATURE. THESE FINDINGS INDICATE THAT IMPORTANT REPRODUCTIVE JUSTICE COMPONENTS RELATED TO BIRTH CONTROL ACCESS AND HOLISTIC, CULTURALLY-INFORMED PROVIDER-INTERACTIONS ARE CURRENTLY LACKING FOR MEMBERS IN THIS TRIBE. © 2022 ELSEVIER LTD AMIDST THE INCREASING PUSH TO ADDRESS RACIAL DISPARITIES IN MATERNAL HEALTH EQUITY, FEWER STUDIES HAVE CONSIDERED BLACK WOMEN’S PERSPECTIVES ON THEIR NEEDS, CONCERNS, AND PRIORITIES REGARDING FAMILY PLANNING CARE. SUCH EVIDENCE MIGHT HELP ADDRESS THE LACK OF SUPPORT AND INFORMATION THAT MANY BLACK WOMEN REPORT IN PATIENT–PROVIDER ENCOUNTERS, AND BROADEN EMPIRICAL KNOWLEDGE ON THE CONTEXTUAL FACTORS THAT INFLUENCE BLACK WOMEN’S REPRODUCTIVE DECISIONS. IN THE PRESENT QUALITATIVE STUDY, WE EXPLORED BLACK WOMEN’S PATHWAYS TO MOTHERHOOD WITHIN A REPRODUCTIVE JUSTICE FRAMEWORK. WE DREW ON INDIVIDUAL, SEMI-STRUCTURED INTERVIEW DATA FROM 31 BLACK MOTHERS (25–50 YEARS, MAGE = 35 YEARS) ACROSS THE UNITED STATES. USING CONSENSUAL QUALITATIVE RESEARCH METHODS, WE ELABORATED ON THREE THEMES: (1) INTENTIONAL FAMILY PLANNING, (2) UNINTENDED PREGNANCY, AND (3) OTHERMOTHERING. THE FINDINGS CHALLENGE DEFICIT-BASED STEREOTYPES OF BLACK MOTHERS’ REPRODUCTIVE CHOICES AND ILLUMINATE HOW HEALTH PRACTITIONERS CAN FACILITATE HUMANIZING CONVERSATIONS THAT PRIORITIZE BLACK WOMEN’S FAMILY PLANNING GOALS AND DECISION-MAKING. © THE AUTHOR(S) 2022.";"10.1016/j.wsif.2022.102667 10.1177/10497323211066869";"ARTICLE ARTICLE"
"920";"CRAIG LP, 2022, PALGRAVE Handb. Reprod. Justice Lit.";0;2022;"“I’LL NEVER BE READY!”: APPLYING A REPRODUCTIVE JUSTICE LENS IN THE LOWER-DIVISION LITERATURE CLASSROOM";"THIS CHAPTER DESCRIBES STRATEGIES FOR TEACHING REPRODUCTIVE JUSTICE IN A LOWER-DIVISION LITERATURE AND HUMANITIES CLASS BASED ON THE AUTHOR’S EXPERIENCES AT A PRIVATE UNIVERSITY IN TEXAS. IN THIS COURSE, “GENDER, CULTURE, AND REPRESENTATION,” STUDENTS READ PORTIONS OF LORETTA ROSS AND RICKIE SOLINGER’S REPRODUCTIVE JUSTICE: AN INTRODUCTION AS AN ENTRY POINT TO UNDERSTANDING HOW THEMES OF REPRODUCTION, SEXUALITY, AND POWER ARE CENTRAL TO AMERICAN HISTORY AND CONTEMPORARY POLITICAL DISCOURSE AND ARE KEY INFLUENCES ON LITERARY PRODUCTION AND RECEPTION. STUDENTS ARE THEN ASSIGNED TO READ SCIENCE FICTION NOVELS WHOSE PLOTS REVOLVE AROUND ISSUES OF REPRODUCTIVE FREEDOM, AND THE CLASS ANALYZES THESE NOVELS THROUGH THE LENS OF ROSS AND SOLINGER’S WORK. THIS CHAPTER DISCUSSES LESSON PLANS, ASSIGNMENTS, OPPORTUNITIES, AND POTENTIAL PITFALLS OF THIS APPROACH TO A LOWER-DIVISION LITERATURE CLASS, ULTIMATELY DEMONSTRATING HOW REPRODUCTIVE JUSTICE TEXTS AND ARGUMENTS CAN BE TAUGHT AND APPLIED EFFECTIVELY IN INTERDISCIPLINARY SETTINGS. © THE AUTHOR(S), UNDER EXCLUSIVE LICENSE TO SPRINGER NATURE SWITZERLAND AG 2022.";"10.1007/978-3-030-99530-0_27";"BOOK CHAPTER"
"921";"TANG F, 2022, PALGRAVE Handb. Reprod. Justice Lit.";0;2022;"CLAIMING MOTHERHOOD: REPRODUCTIVE JUSTICE AND SURROGACY IN CHINESE AMERICAN LITERATURE OF THE NEW MILLENNIUM";"THIS CHAPTER EXPLORES THE NEW REPRESENTATION OF MOTHERHOOD IN THE CASES OF SURROGACY IN CHINESE AMERICAN DIASPORIC LITERATURE OF THE NEW MILLENNIUM. THE CORPUS CONSISTS OF THREE LITERARY TEXTS PUBLISHED OVER THE PAST DECADES, NAMELY, CELESTE NG’S BEST-SELLING NOVEL LITTLE FIRES EVERYWHERE (PENGUIN RANDOM HOUSE, 2017), GELING YAN’S NOVELLA THE ADAM AND EVE (YE SHI YA DANG, YE SHI XIAWA), PEOPLE’S LITERATURE PUBLISHING HOUSE, BEIJING, 2015), AND YIYUN LI’S SHORT STORY “PRISON” (GOLD BOY, EMERALD GIRL, RANDOM HOUSE, 2010). THROUGH A COMPARATIVE ANALYSIS OF THE THREE CASES OF SURROGACY REPRESENTED IN THE CORPUS, THIS CHAPTER FOCUSES ITS ANALYSIS ON HOW MOTHERHOOD INTERACTS WITH CLASS, GENDER, AND RACE IN SURROGATE ARRANGEMENTS. IT ARGUES THAT IN SURROGACY, THE INTERSECTIONAL IMPACT OF THESE SOCIAL CATEGORIES CHALLENGES OUR ACCEPTED IDEAS OF MOTHERHOOD, CALLING INTO QUESTION THE REPRODUCTIVE JUSTICE ALLOTTED TO MARGINALIZED WOMEN. © THE AUTHOR(S), UNDER EXCLUSIVE LICENSE TO SPRINGER NATURE SWITZERLAND AG 2022.";"10.1007/978-3-030-99530-0_21";"BOOK CHAPTER"
"922";"ROBERTS-GREGORY F, 2022, ROUTLEDGE Handb. GREEN NEW Deal.";0;2022;"A FEMINIST AGENDA FOR A GREEN NEW DEAL: CHALLENGES AND OPPORTUNITIES";"IN 2019, TRANSNATIONAL FEMINIST CLIMATE ACTIVISTS DEVELOPED TEN PRINCIPLES THAT CENTER ECOLOGICAL CONCERNS AND GENDERED PERSPECTIVES FOR A US GREEN NEW DEAL. APTLY TERMED THE FEMINIST AGENDA FOR A GREEN NEW DEAL, THIS EVOLVING POLICY PLATFORM AND ECOFEMINIST MANIFESTO PROVIDE INNOVATIVE AND CROSS-CUTTING PERSPECTIVES ON HOW POLICYMAKERS, ACTIVIST ORGANIZATIONS, AND CIVIL SOCIETY SHOULD PLAN FOR GREENER, REGENERATIVE, AND CARE-FUELED FUTURES FOR ALL. THE FOLLOWING CHAPTER OUTLINES AND EXAMINES THE FEMINIST AGENDA FOR A GREEN NEW DEAL PRINCIPLES FOR TENSIONS AND CONGRUENCES, AS WELL AS ANALYZES OPPORTUNITIES AND CHALLENGES FOR COALITION BUILDING AND COMMUNICATING ACROSS EPISTEMIC DIVIDES. AS A CO-FOUNDING AND STEERING COMMITTEE MEMBER OF THE FEMINIST AGENDA FOR A GREEN NEW DEAL, I ARGUE THAT ECONOMIC, ENVIRONMENTAL, AND SOCIAL POLICIES THAT FAIL TO CENTER CLIMATE AND COVID RECOVERY SOLUTIONS DEVISED BY FEMINISTS AND BIPOC COMMUNITIES WILL CONTINUE TO EXACERBATE GLOBAL INEQUALITY, AS WELL AS THE RIGHTS OF NATURE AND HUMAN RIGHTS ABUSES. POLICY APPROACHES THAT LACK CONSIDERATIONS OF GENDER AND REPRODUCTIVE JUSTICE WILL LIKEWISE CONSOLIDATE WHITE SUPREMACIST, FASCIST, NEOCOLONIAL, AND PATRIARCHAL POWER ACROSS GEOPOLITICAL BORDERS. TO MANIFEST THE LIBERATORY VISION(S) OF THE FEMINIST AGENDA FOR A GREEN NEW DEAL, I BELIEVE THAT FEMINIST POLICY ADVOCATES AND EDUCATORS MUST UTILIZE COMMUNICATION STRATEGIES THAT APPEAL TO MORE DIVERSE AND LESS INSULAR AUDIENCES (INCLUDING POLITICALLY CONSERVATIVE AUDIENCES AND TECHNOCRATIC POLICYMAKERS), RETHINK MULTILATERALISM, AND NURTURE COLLECTIVE ACTION GUIDED BY HEALING JUSTICE AND FEMINIST FELLOWSHIP. IRRESPECTIVE OF THESE CHALLENGES, THE FEMINIST AGENDA FOR A GREEN NEW DEAL OFFERS A UNIQUE OPPORTUNITY TO INCREASE GLOBAL AWARENESS OF THE LINKAGES BETWEEN NEOLIBERAL POLICY SOLUTIONS AND THE INSTITUTIONALIZATION OF GENDERED AND RACIALIZED ENVIRONMENTAL VIOLENCE, WHILE TRANSFORMING THE DECOLONIAL CONTOURS AND FUTURIST IMAGININGS OF GLOBAL ENVIRONMENTAL GOVERNANCE. © 2023 SELECTION AND EDITORIAL MATTER, KYLA TIENHAARA AND JOANNA ROBINSON; INDIVIDUAL CHAPTERS, THE CONTRIBUTORS.";"10.4324/9781003110880-14";"BOOK CHAPTER"
"923";"FUREDI A, 2022, Moral CASE Abort. Def. Reprod. Choice";4;2022;"THE MORAL CASE FOR ABORTION: A DEFENCE OF REPRODUCTIVE CHOICE";"THIS REVISED AND UPDATED EDITION OF THE 2016 BESTSELLING WORK SETS OUT THE MORAL ARGUMENTS FOR A WOMAN’S RIGHT TO DECIDE THE FUTURE OF HER PREGNANCY. DRAWING ON TRADITIONS OF PHILOSOPHICAL AND SOCIOLOGICAL THINKING, IT PRESENTS THE CASE FOR RECOGNIZING AUTONOMY IN PERSONAL, PRIVATE DECISION-MAKING ABOUT REPRODUCTIVE INTENTIONS. FURTHER, IT ARGUES THAT TO PREVENT A WOMAN MAKING THIS DECISION ACCORDING TO HER OWN VALUES IS TO UNDERMINE THE ESSENCE OF HER HUMANITY. THE AUTHOR EXPLORES HOW TRUE RESPECT FOR HUMAN LIFE AND REGARD FOR INDIVIDUAL CONSCIENCE DEMANDS THAT WE SUPPORT A WOMAN’S RIGHT TO DECIDE, AND THAT SUPPORT FOR HER RIGHT TO TERMINATE HER PREGNANCY HAS MORAL FOUNDATIONS AND ETHICAL INTEGRITY. THIS SECOND EDITION FEATURES A FOREWORD BY US ABORTION PROVIDER AND REPRODUCTIVE JUSTICE ADVOCATE DR. WILLIE PARKER, AS WELL AS ADDITIONAL CHAPTERS THAT CONSIDER THE RIGHTS OF DOCTORS AND NURSES TO WITHDRAW FROM ABORTION PROVISION ON GROUNDS OF CONSCIENCE. FUREDI ALSO SURVEYS THE RAPIDLY CHANGING LANDSCAPE OF THE ABORTION DEBATE, INCLUDING THE RIGHTS OF WOMEN IN THE AFTERMATH OF TRUMP'S PRESIDENCY; DEBATES, POLITICS AND RELIGION IN NORTHERN IRELAND AND THE REPUBLIC OF IRELAND; AND THE DIFFERING LEVELS OF PROVISION ACROSS EUROPE. © THE AUTHOR(S), UNDER EXCLUSIVE LICENSE TO SPRINGER NATURE SWITZERLAND AG 2021.";"10.1007/978-3-030-90189-9";"BOOK"
